704614594	20171107	201711	2017	2017.8411	GOV	GOVERNMENT						GOV			SYR	SYRIAN	SYR								0	042	042	04	1	1.9	10	1	10	-4.06741573033708	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20171107111500	https://www.strategypage.com/qnd/syria/articles/20171107.aspx
704614595	20171107	201711	2017	2017.8411	GOV	GOVERNMENT						GOV			SYR	SYRIA	SYR								0	141	141	14	3	-6.5	2	1	2	-4.06741573033708	4	Deir Ezzor, Dayr az Zawr, Syria	SY	SY07	26359	35.3359	40.1408	-2541119	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171107111500	https://www.strategypage.com/qnd/syria/articles/20171107.aspx
704614596	20171107	201711	2017	2017.8411	GOV	GOVERNMENT						GOV			SYR	SYRIA	SYR								0	141	141	14	3	-6.5	2	1	2	-4.06741573033708	1	Russia	RS	RS		60	100	RS	4	Deir Ezzor, Dayr az Zawr, Syria	SY	SY07	26359	35.3359	40.1408	-2541119	4	Deir Ezzor, Dayr az Zawr, Syria	SY	SY07	26359	35.3359	40.1408	-2541119	20171107111500	https://www.strategypage.com/qnd/syria/articles/20171107.aspx
704614597	20171107	201711	2017	2017.8411	GOV	GOVERNMENT						GOV			SYR	SYRIA	SYR								0	141	141	14	3	-6.5	6	1	6	-4.06741573033708	1	Russia	RS	RS		60	100	RS	4	Deir Ezzor, Dayr az Zawr, Syria	SY	SY07	26359	35.3359	40.1408	-2541119	1	Russia	RS	RS		60	100	RS	20171107111500	https://www.strategypage.com/qnd/syria/articles/20171107.aspx
704614598	20171107	201711	2017	2017.8411	GOV	FIREFIGHTER						GOV			USA	NEW ORLEANS	USA								1	030	030	03	1	4.0	10	1	10	-2.98507462686567	0								0								0								20171107111500	http://www.wdsu.com/article/3-people-hurt-in-treme-hotel-fire/13441231
704614599	20171107	201711	2017	2017.8411	GOV	MINIST						GOV			USA	THE US	USA								1	0356	035	03	1	7.0	2	1	2	2.11480362537764	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	1	Denmark	DA	DA		56	10	DA	1	Denmark	DA	DA		56	10	DA	20171107111500	http://cphpost.dk/news/denmark-bracing-itself-for-cop23-action-in-bonn.html
704614600	20171107	201711	2017	2017.8411	GOV	MINIST						GOV			USA	THE US	USA								1	0356	035	03	1	7.0	7	1	7	2.11480362537764	1	Denmark	DA	DA		56	10	DA	1	Denmark	DA	DA		56	10	DA	1	Denmark	DA	DA		56	10	DA	20171107111500	http://cphpost.dk/news/denmark-bracing-itself-for-cop23-action-in-bonn.html
704614601	20171107	201711	2017	2017.8411	GOV	MINIST						GOV			USA	THE US	USA								1	0356	035	03	1	7.0	1	1	1	2.11480362537764	1	Syria	SY	SY		35	38	SY	1	Denmark	DA	DA		56	10	DA	1	Denmark	DA	DA		56	10	DA	20171107111500	http://cphpost.dk/news/denmark-bracing-itself-for-cop23-action-in-bonn.html
704614602	20171107	201711	2017	2017.8411	GOV	PRESIDENT						GOV			USA	SAN ANTONIO	USA								0	190	190	19	4	-10.0	2	1	2	0.19255455712452	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20171107111500	http://www.ivpressonline.com/news/world/trump-projects-optimism-ahead-of-south-korea-talks/article_c22afc3d-6730-56f6-a592-429f02d82d74.html
704614603	20171107	201711	2017	2017.8411	GOV	PRESIDENT						GOV			USA	UNITED STATES	USA								0	190	190	19	4	-10.0	1	1	1	0.19255455712452	1	Philippines	RP	RP		13	122	RP	3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20171107111500	http://www.ivpressonline.com/news/world/trump-projects-optimism-ahead-of-south-korea-talks/article_c22afc3d-6730-56f6-a592-429f02d82d74.html
704614604	20171107	201711	2017	2017.8411	GOV	GOVERNMENT OFFICIAL						GOV			USAMED	REUTERS	USA					MED			0	010	010	01	1	0.0	10	1	10	-2.23325062034739	1	Oman	MU	MU		21	57	MU	1	Oman	MU	MU		21	57	MU	1	Oman	MU	MU		21	57	MU	20171107111500	http://www.hindustantimes.com/india-news/missing-punjab-girl-shares-location-in-saudi-arabia-family-seeks-govt-help/story-gNng1thNj0Q5pWvL85IyhN.html
704614605	20171107	201711	2017	2017.8411	GOV	GOVERNMENT						GOV			USAMED	THE ASSOCIATED PRESS	USA					MED			0	010	010	01	1	0.0	10	1	10	-4.21686746987951	1	Yemen	YM	YM		15.5	47.5	YM	1	Yemen	YM	YM		15.5	47.5	YM	1	Yemen	YM	YM		15.5	47.5	YM	20171107111500	http://www.middleeasteye.net/news/yemens-hadi-under-house-arrest-riyadh-tightens-grip-saudi-arabia-1713860405
704614606	20171107	201711	2017	2017.8411	GOV	PRESIDENT						GOV			VNM	VIETNAM	VNM								1	036	036	03	1	4.0	2	1	2	1.58730158730159	1	United States	US	US		39.828175	-98.5795	US	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	United States	US	US		39.828175	-98.5795	US	20171107111500	http://globalnation.inquirer.net/161525/breaking-duterte-us-apec-vietnam-donald-trump-philippines-best-friend-asean-foreign-relations
704614607	20171107	201711	2017	2017.8411	GOV	PRESIDENT						GOV			VNM	VIETNAM	VNM								1	036	036	03	1	4.0	4	1	4	1.58730158730159	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	United States	US	US		39.828175	-98.5795	US	20171107111500	http://globalnation.inquirer.net/161525/breaking-duterte-us-apec-vietnam-donald-trump-philippines-best-friend-asean-foreign-relations
704614608	20171107	201711	2017	2017.8411	GOV	MINIST						GOV			ZAFGOVAGR	WESTERN CAPE	ZAF					GOV	AGR		1	030	030	03	1	4.0	10	1	10	5.40540540540541	0								0								0								20171107111500	https://www.sagoodnews.co.za/western-capes-top-agricultural-employee-2017-announced/
704614609	20171107	201711	2017	2017.8411	GOVBUS	CENTRAL BANK						GOV	BUS		JUD	LAWYER						JUD			0	120	120	12	3	-4.0	6	1	6	-2.3175965665236	1	Mauritius	MP	MP		16	146	MP	1	Mauritius	MP	MP		16	146	MP	1	Mauritius	MP	MP		16	146	MP	20171107111500	http://www.4-traders.com/GOLDMAN-SACHS-GROUP-12831/news/Goldman-Sachs-Men-Linked-to-1MDB-Financier-Failed-in-Bid-to-Buy-Bank-25454217/
704614610	20171107	201711	2017	2017.8411	GOVBUS	CENTRAL BANK						GOV	BUS		THA	THAILAND	THA								1	012	012	01	1	-0.4	2	1	2	-2.3175965665236	1	Mauritius	MP	MP		16	146	MP	1	Mauritius	MP	MP		16	146	MP	1	Mauritius	MP	MP		16	146	MP	20171107111500	http://www.4-traders.com/GOLDMAN-SACHS-GROUP-12831/news/Goldman-Sachs-Men-Linked-to-1MDB-Financier-Failed-in-Bid-to-Buy-Bank-25454217/
704614611	20171107	201711	2017	2017.8411	GOVBUS	CENTRAL BANK						GOV	BUS		THA	THAILAND	THA								0	120	120	12	3	-4.0	4	1	4	-2.3175965665236	4	Songkhla, Songkhla, Thailand	TH	TH68	27043	7.19882	100.595	-3255323	4	Songkhla, Songkhla, Thailand	TH	TH68	27043	7.19882	100.595	-3255323	4	Songkhla, Songkhla, Thailand	TH	TH68	27043	7.19882	100.595	-3255323	20171107111500	http://www.4-traders.com/GOLDMAN-SACHS-GROUP-12831/news/Goldman-Sachs-Men-Linked-to-1MDB-Financier-Failed-in-Bid-to-Buy-Bank-25454217/
704614612	20171107	201711	2017	2017.8411	GOVCOP	INSPECTOR GENERAL						GOV	COP		MED	MEDIA						MED			1	010	010	01	1	0.0	2	1	2	-2.92207792207793	1	United States	US	US		39.828175	-98.5795	US	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	1	United States	US	US		39.828175	-98.5795	US	20171107111500	https://en.dailypakistan.com.pk/pakistan/indian-forces-kill-jem-chief-masood-azhars-nephew-in-occupied-kashmir/
704614613	20171107	201711	2017	2017.8411	GOVCOP	INSPECTOR GENERAL						GOV	COP		UAF	MILITANT						UAF			0	020	020	02	1	3.0	2	1	2	-2.32300884955752	4	Pulwama, Jammu and Kashmir, India	IN	IN12	72814	33.8833	74.9167	-2108339	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	20171107111500	http://indiatoday.intoday.in/story/jaish-chief-azhars-nephew-killed-in-kashmir-rifle-used-by/1/1084159.html
704614614	20171107	201711	2017	2017.8411	GOVCOP	INSPECTOR GENERAL						GOV	COP		UAF	MILITANT						UAF			0	020	020	02	1	3.0	4	1	4	-2.32300884955752	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	20171107111500	http://indiatoday.intoday.in/story/jaish-chief-azhars-nephew-killed-in-kashmir-rifle-used-by/1/1084159.html
704614615	20171107	201711	2017	2017.8411	GOVCOP	INSPECTOR GENERAL						GOV	COP		UAF	MILITANT						UAF			0	051	051	05	1	3.4	2	1	2	-2.32300884955752	4	Pulwama, Jammu and Kashmir, India	IN	IN12	72814	33.8833	74.9167	-2108339	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	20171107111500	http://indiatoday.intoday.in/story/jaish-chief-azhars-nephew-killed-in-kashmir-rifle-used-by/1/1084159.html
704614616	20171107	201711	2017	2017.8411	GOVCOP	INSPECTOR GENERAL						GOV	COP		UAF	MILITANT						UAF			0	051	051	05	1	3.4	4	1	4	-2.32300884955752	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	20171107111500	http://indiatoday.intoday.in/story/jaish-chief-azhars-nephew-killed-in-kashmir-rifle-used-by/1/1084159.html
704614617	20171107	201711	2017	2017.8411	GOVEDU	EDUCATION MINIST						GOV	EDU												0	010	010	01	1	0.0	10	1	10	-0.41580041580041	4	Jordan River, Israel (general), Israel	IS	IS00	65745	31.7633	35.5575	-780293	0								4	Jordan River, Israel (general), Israel	IS	IS00	65745	31.7633	35.5575	-780293	20171107111500	https://www.haaretz.com/israel-news/1.821408
704614618	20171107	201711	2017	2017.8411	GOVEDU	EDUCATION MINIST						GOV	EDU												0	060	060	06	2	6.0	10	1	10	-0.41580041580041	4	Jordan River, Israel (general), Israel	IS	IS00	65745	31.7633	35.5575	-780293	0								4	Jordan River, Israel (general), Israel	IS	IS00	65745	31.7633	35.5575	-780293	20171107111500	https://www.haaretz.com/israel-news/1.821408
704614619	20171107	201711	2017	2017.8411	GOVEDU	EDUCATION OFFICIAL						GOV	EDU		LEG	LAWMAKER						LEG			1	040	040	04	1	1.0	10	1	10	-1.72910662824207	0								0								0								20171107111500	http://www.guampdn.com/story/news/2017/11/07/charter-schools-seek-proper-oversight/838664001/
704614620	20171107	201711	2017	2017.8411	GOVHLH	HEALTH MINIST						GOV	HLH		RUS	RUSSIAN	RUS								1	040	040	04	1	1.0	10	1	10	5	1	Sri Lanka	CE	CE		7	81	CE	1	Sri Lanka	CE	CE		7	81	CE	1	Sri Lanka	CE	CE		7	81	CE	20171107111500	https://www.news.lk/news/world/item/18591-world-summit-on-ending-tb-in-the-world
704614621	20171107	201711	2017	2017.8411	GOVMED	GOVERNMENT						GOV	MED												0	071	071	07	2	7.4	20	1	20	-0.89795918367347	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	0								2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20171107111500	https://wattsupwiththat.com/2017/11/06/climatic-irony-found-in-an-old-national-geographic-magazine/
704614622	20171107	201711	2017	2017.8411	GOVMED	MINIST OF COMMUNICATION						GOV	MED		GOV	GOVERNMENT						GOV			0	010	010	01	1	0.0	3	1	3	1.50537634408602	4	Mahama, Ghana (general), Ghana	GH	GH00	190580	6.33333	-1.46667	-2075744	4	Mahama, Ghana (general), Ghana	GH	GH00	190580	6.33333	-1.46667	-2075744	4	Mahama, Ghana (general), Ghana	GH	GH00	190580	6.33333	-1.46667	-2075744	20171107111500	http://allghananews.com/71834-vice-president-responds-to-former-president-mahama
704614623	20171107	201711	2017	2017.8411	GRC	GREECE	GRC								BUS	BUSINESS						BUS			1	060	060	06	2	6.0	8	1	8	4.69314079422383	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	20171107111500	http://www.tyrepress.com/2017/11/hella-introduces-tech-world-support-site/
704614624	20171107	201711	2017	2017.8411	GUY	GUYANA	GUY																		1	012	012	01	1	-0.4	10	1	10	-3.85438972162741	1	Guyana	GY	GY		5	-59	GY	0								1	Guyana	GY	GY		5	-59	GY	20171107111500	http://www.inewsguyana.com/gecom-chair-transparency-institute-speaks-out-against-presidents-unilaterally-appointment/
704614625	20171107	201711	2017	2017.8411	HLH	HOSPITAL						HLH													1	010	010	01	1	0.0	6	1	6	-5.39499036608863	2	Florida, United States	US	USFL		27.8333	-81.717	FL	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	20171107111500	https://www.msn.com/en-us/news/world/shark-fatally-attacks-man-in-cuba/ar-AAuxaP0
704614626	20171107	201711	2017	2017.8411	HLH	PHYSICIAN						HLH													0	020	020	02	1	3.0	5	1	5	-2.09846650524617	4	La Plaine, Region Flamande, Belgium	BE	BE13	5847	50.8167	4.7	-1963110	0								4	La Plaine, Region Flamande, Belgium	BE	BE13	5847	50.8167	4.7	-1963110	20171107111500	http://medicalphysicsweb.org/cws/article/newsfeed/70397
704614627	20171107	201711	2017	2017.8411	HLH	DOCTOR						HLH													0	020	020	02	1	3.0	8	1	8	-1.9	4	Copenhagen, Køavn*, Denmark	DA	DA05	15213	55.6667	12.5833	-2745636	0								4	Copenhagen, Køavn*, Denmark	DA	DA05	15213	55.6667	12.5833	-2745636	20171107111500	https://www.technologynetworks.com/tn/news/stem-cells-from-muscle-could-address-diabetes-related-circulation-problems-293979
704614628	20171107	201711	2017	2017.8411	HLH	DOCTOR						HLH													0	020	020	02	1	3.0	2	1	2	-1.9	1	Portugal	PO	PO		39.5	-8	PO	0								1	Portugal	PO	PO		39.5	-8	PO	20171107111500	https://www.technologynetworks.com/tn/news/stem-cells-from-muscle-could-address-diabetes-related-circulation-problems-293979
704614629	20171107	201711	2017	2017.8411	HLH	NANNY						HLH													0	036	036	03	1	4.0	10	1	10	0.43859649122807	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171107111500	https://scallywagandvagabond.com/2015/04/jill-wilpons-chorz-boot-camp-nanny-maids/
704614630	20171107	201711	2017	2017.8411	HLH	HOSPITAL						HLH													1	042	042	04	1	1.9	10	1	10	-8.53835021707671	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	0								4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171107111500	http://www.france24.com/en/20171107-afghanistan-islamic-state-group-claims-attack-kabul-shamshad-tv-station
704614631	20171107	201711	2017	2017.8411	HLH	HOSPITAL						HLH													0	043	043	04	1	2.8	6	1	6	-8.21917808219178	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	0								4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	20171107111500	https://www.thesun.co.uk/news/4859957/cuba-guardalavaca-beach-shark-attack-swimmer-22/
704614632	20171107	201711	2017	2017.8411	HLH	HOSPITAL						HLH													0	043	043	04	1	2.8	2	1	2	-8.21917808219178	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	0								4	Guardalavaca, HolguíCU, Cuba	CU	CU12	5747	21.12	-75.8339	44273	20171107111500	https://www.thesun.co.uk/news/4859957/cuba-guardalavaca-beach-shark-attack-swimmer-22/
704614633	20171107	201711	2017	2017.8411	HLH	HOSPITAL						HLH													0	043	043	04	1	2.8	4	1	4	-9.71128608923885	4	Ludhiana, Punjab, India	IN	IN23	17830	30.9	75.85	-2102840	0								4	Ranaghat, West Bengal, India	IN	IN28	70293	23.1833	88.5833	-2109048	20171107111500	https://www.ndtv.com/india-news/bangladeshi-man-convicted-of-raping-elderly-nun-in-bengal-1772284
704614634	20171107	201711	2017	2017.8411	HLH	HOSPITAL						HLH													0	043	043	04	1	2.8	6	1	6	-9.71128608923885	4	Ranaghat, West Bengal, India	IN	IN28	70293	23.1833	88.5833	-2109048	0								4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	20171107111500	https://www.ndtv.com/india-news/bangladeshi-man-convicted-of-raping-elderly-nun-in-bengal-1772284
704614635	20171107	201711	2017	2017.8411	HLH	HOSPITAL						HLH													0	043	043	04	1	2.8	10	1	10	-9.71128608923885	4	Ranaghat, West Bengal, India	IN	IN28	70293	23.1833	88.5833	-2109048	0								4	Ranaghat, West Bengal, India	IN	IN28	70293	23.1833	88.5833	-2109048	20171107111500	https://www.ndtv.com/india-news/bangladeshi-man-convicted-of-raping-elderly-nun-in-bengal-1772284
704614636	20171107	201711	2017	2017.8411	HLH	SURGEON						HLH													1	060	060	06	2	6.0	10	1	10	0	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20171107111500	https://www.theregister.co.uk/2017/11/07/robot_surgery_cost_time/
704614637	20171107	201711	2017	2017.8411	HLH	DOCTOR						HLH													0	120	120	12	3	-4.0	6	1	6	0.29211295034079	1	Canada	CA	CA		60	-96	CA	0								1	Canada	CA	CA		60	-96	CA	20171107111500	http://www.cbc.ca/news/canada/manitoba/doctors-advocacy-groups-address-proposed-law-protecting-those-who-object-to-assisted-dying-1.4390679
704614638	20171107	201711	2017	2017.8411	HLH	HOSPITAL						HLH			AFR	AFRICA	AFR								0	013	013	01	1	0.4	5	1	5	-7.38813735691985	4	University Of Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.958	18.4608	-1217215	4	University Of Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.958	18.4608	-1217215	4	University Of Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.958	18.4608	-1217215	20171107111500	https://africacheck.org/reports/sa-billboard-likely-understates-child-hunger-deaths/
704614639	20171107	201711	2017	2017.8411	HLH	DOCTOR						HLH			CAN	CANADA	CAN								1	010	010	01	1	0.0	2	1	2	0.29211295034079	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20171107111500	http://www.cbc.ca/news/canada/manitoba/doctors-advocacy-groups-address-proposed-law-protecting-those-who-object-to-assisted-dying-1.4390679
704614640	20171107	201711	2017	2017.8411	HLH	HOSPITAL						HLH			COP	SECURITY FORCE						COP			0	043	043	04	1	2.8	10	1	10	-5.12048192771085	4	Wazir Akbar Khan, Kabol, Afghanistan	AF	AF13	3580	34.5357	69.1882	10597813	4	Wazir Akbar Khan, Kabol, Afghanistan	AF	AF13	3580	34.5357	69.1882	10597813	4	Wazir Akbar Khan, Kabol, Afghanistan	AF	AF13	3580	34.5357	69.1882	10597813	20171107111500	http://focus-fen.net/./news/2017/11/07/424779/reuters-islamic-state-claims-responsibility-for-attack-on-tv-station-in-afghanistan.html
704614641	20171107	201711	2017	2017.8411	HLH	HOSPITAL						HLH			COP	POLICE						COP			1	084	084	08	2	7.0	5	1	5	-4.12371134020619	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20171107111500	https://au.news.yahoo.com/vic/a/37775388/hunt-for-vic-driver-who-left-teen-for-dead/
704614642	20171107	201711	2017	2017.8411	HLH	HOSPITAL						HLH			CUB	CUBA	CUB								1	010	010	01	1	0.0	4	1	4	-5.39499036608863	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20171107111500	https://www.msn.com/en-us/news/world/shark-fatally-attacks-man-in-cuba/ar-AAuxaP0
704614643	20171107	201711	2017	2017.8411	HLH	DOCTOR						HLH			MED	BLOG						MED			1	010	010	01	1	0.0	10	1	10	-2.66990291262136	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171107111500	http://www.christian.org.uk/news/abortion-not-answer-says-mum-child-downs-syndrome/
704614644	20171107	201711	2017	2017.8411	HLH	SURGEON						HLH			USA	UNITED STATES	USA								1	174	174	17	4	-5.0	5	1	5	-4.31818181818182	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	3	Times Square, New York, United States	US	USNY		40.757	-73.986	967537	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171107111500	http://www.dailymail.co.uk/wires/afp/article-5057729/Philippine-extradition-hearings-begin-doctor-accused-New-York-plot.html
704614645	20171107	201711	2017	2017.8411	HRV	CROATIA	HRV								CVL	NATIONALS						CVL			1	172	172	17	4	-5.0	8	1	8	-8.62831858407083	1	Croatia	HR	HR		45.166667	15.5	HR	1	Croatia	HR	HR		45.166667	15.5	HR	1	Croatia	HR	HR		45.166667	15.5	HR	20171107111500	http://www.balkaninsight.com/en/article/bosnia-to-step-up-dealing-with-legacy-of-war-coe-says-11-07-2017
704614646	20171107	201711	2017	2017.8411	HRV	CROATIA	HRV								CVL	NATIONALS						CVL			1	172	172	17	4	-5.0	2	1	2	-8.62831858407083	1	Serbia	RI	RI		44	21	RI	1	Croatia	HR	HR		45.166667	15.5	HR	1	Croatia	HR	HR		45.166667	15.5	HR	20171107111500	http://www.balkaninsight.com/en/article/bosnia-to-step-up-dealing-with-legacy-of-war-coe-says-11-07-2017
704614647	20171107	201711	2017	2017.8411	HTI	HAITIAN	HTI																		1	010	010	01	1	0.0	2	1	2	0	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171107111500	http://www.digitaljournal.com/pr/3550560
704614648	20171107	201711	2017	2017.8411	IDN	BALI	IDN								COP	SECURITY FORCE						COP			1	043	043	04	1	2.8	6	1	6	-4.73186119873817	4	Bali, Goa, India	IN	IN33	70123	15.1667	74.0333	-2089967	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	4	Bali, Goa, India	IN	IN33	70123	15.1667	74.0333	-2089967	20171107111500	http://kickerdaily.com/posts/2017/11/qatar-airways-forced-to-divert-flight-after-female-passenger-discovers-husbands-infidelity-in-midair/
